Building & Room ID,Building Name,Floor, Room size (SF),Department,Room Use Code,Actual Stations,Furniture Type,Space Category,Comments,Room Photo1,Room Photo2,Room Photo3,Room Photo4,Occupants,Function Comment
228-B 0101-00,Flowing Seawater Facility,1,745.92,117506-CSM-Cntr for Cstal Marine Sci,255 - Research Lab Service,0,00 Unapplicable,4 Research Laboratories,Sea water pump room,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F228-B%2F228-B%200101-00.Room%20Photo1.192545.jpg&appVersion=1.000082&signature=4a773aced5f4fcaf9174e64348ae97e137903495db2233f1d557f9de1dae862e,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F228-B%2F228-B%200101-00.Room%20Photo2.192545.jpg&appVersion=1.000082&signature=414329617caa0ad1f5bf3cdcf996a46f86ba0387de6b7758116e5306b690bcfd,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F228-B%2F228-B%200101-00.Room%20Photo3.192545.jpg&appVersion=1.000082&signature=e64421c1f6502be15fb247c7f4db4d1844e3a34a5e33bf15b816179dac458dc5,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F228-B%2F228-B%200101-00.Room%20Photo4.192546.jpg&appVersion=1.000082&signature=e53252a082c66ec52f0f0bccf4d6b7c7b8f70f08c65ff5953286a2093e1b47af,,
228-B 0102-00,Flowing Seawater Facility,1,787.67,117506-CSM-Cntr for Cstal Marine Sci,255 - Research Lab Service,0,00 Unapplicable,4 Research Laboratories,Animal tank room,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F228-B%2F228-B%200102-00.Room%20Photo1.192921.jpg&appVersion=1.000082&signature=1d4dd9c43d1a29188028f81a59f102b6018612820790691c7bc2bdb4ccdca100,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F228-B%2F228-B%200102-00.Room%20Photo2.192921.jpg&appVersion=1.000082&signature=866cb87fd9899623228cd0df9ef47b76295cdc1530d7797d155ccc0090b84466,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F228-B%2F228-B%200102-00.Room%20Photo3.192921.jpg&appVersion=1.000082&signature=3fb450397876e7014f04f58dfe58a281e50cac6cb61b81b4e665085694072557,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F228-B%2F228-B%200102-00.Room%20Photo4.192921.jpg&appVersion=1.000082&signature=bc6eec66ec645db5225820ffcb29f21c95f680a2838d8c96673f1c23532ca629,"Pasulka, Alexis (CSM-BIO);Bockmon, Emily (CSM-CHEM);White, Crow (CSM-BIO);Johnson, Kevin (CSM-BIO);Hardy, Kristin (CSM-BIO);Lema, Sean (CSM-BIO);Ruttenberg, Ben (CSM-BIO)",
026-M 1100-00,Graphic Arts Modular (M063),1,101.75,115400-CSM-Mathematics,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,"Office for Ford, Guptill, Day, Lyle",,,,,,
026-M 1090-00,Graphic Arts Modular (M063),1,104.5,115500-CSM-Physics,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,,,,,"Moelter, Matt (CSM-PHYS)",
026-M 1080-00,Graphic Arts Modular (M063),1,104.5,115400-CSM-Mathematics,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,"Office for Han, Gracia Sanchez",,,,,,
026-M 1070-00,Graphic Arts Modular (M063),1,104.5,115500-CSM-Physics,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,Office for Crescenzo,,,,,,
116-0 0211-00,Jespersen Hall,2,122.08,117508-CSM-Ctr Sci-Math Teacher Educ,311 - Staff Office,2,04 Dsk/Ch,5 Academic Unit Offices,"Window falls out, rain damage to plaster above window",https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F116-0%2F116-0%200211-00.Room%20Photo1.212828.jpg&appVersion=1.000082&signature=b0d09c817f3ea4036ff8d698fc3079677698cd57c7dc0cde240ea146b09d334f,,,,,
116-0 0212-00,Jespersen Hall,2,162.65,117508-CSM-Ctr Sci-Math Teacher Educ,311 - Staff Office,2,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F116-0%2F116-0%200212-00.Room%20Photo1.212839.jpg&appVersion=1.000082&signature=3d9eccf5d66d5e23371f683f38c2ef9421c088a830ce915d71a4b9d573e3381c,,,,"Hoellwarth, Chance (CSM-EDUC)",
116-0 0213-00,Jespersen Hall,2,146.59,117508-CSM-Ctr Sci-Math Teacher Educ,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F116-0%2F116-0%200213-00.Room%20Photo1.212846.jpg&appVersion=1.000082&signature=97c3583fd65be686a786d0416d781587a497dafa4f39de6578aca670e46e8531,,,,"Hoellwarth, Chance (CSM-EDUC)",
043-A 0362-00,Kinesiology,3,144.67,115600-CSM-Kinesiology & Public Hlth,250 - Research Lab,1,04 Dsk/Ch,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F043-A%2F043-A%200362-00.Room%20Photo1.214009.jpg&appVersion=1.000082&signature=4fa513f1ce3b9bf8107b5c847d5b740b92d361decc79a3e0f138a5fe6831a4af,,,,,
043-A 0374-00,Kinesiology,3,139.04,115600-CSM-Kinesiology & Public Hlth,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F043-A%2F043-A%200374-00.Room%20Photo1.214412.jpg&appVersion=1.000082&signature=7376e08c8a3afabbac61fe5303c0100d40f0109e9c4a17c10d9edcf6b8f43f44,,,,"Phelan, Suzanne (CSM-KINE)",
043-A 0373-00,Kinesiology,3,121.92,115600-CSM-Kinesiology & Public Hlth,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F043-A%2F043-A%200373-00.Room%20Photo1.214357.jpg&appVersion=1.000082&signature=89f2c192a1d8997f6e7aa78472cb50dcad5dcd799fa23b12887f794eea6c49af,,,,"Clegg, Don (CSM-KINE)",
043-A 0372-00,Kinesiology,3,119.14,115600-CSM-Kinesiology & Public Hlth,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F043-A%2F043-A%200372-00.Room%20Photo1.214347.jpg&appVersion=1.000082&signature=27c3c36d4a6ff111949908adb18472605374878cf24f6fb88663a3140be151a0,,,,"Hackman, Christine (Campus Health & Wellbeing);Hackman, Christine (CSM-KINE)",
043-A 0371-00,Kinesiology,3,121.92,115600-CSM-Kinesiology & Public Hlth,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F043-A%2F043-A%200371-00.Room%20Photo1.214336.jpg&appVersion=1.000082&signature=9914c31224d07ac5d8d9b1adada323dcdcf6c1ce44551125a164566b53e4e774,,,,"Ventura, Alison (CSM-KINE)",
043-A 0370-00,Kinesiology,3,121.92,115600-CSM-Kinesiology & Public Hlth,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F043-A%2F043-A%200370-00.Room%20Photo1.214316.jpg&appVersion=1.000082&signature=66f509b467a22d78b854ca9b51dcf8b37900d3ada11c1f496f0ecdc7bb2ca61b,,,,"Keadle, Sarah (CSM-KINE)",
043-A 0367-00,Kinesiology,3,122.99,115600-CSM-Kinesiology & Public Hlth,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F043-A%2F043-A%200367-00.Room%20Photo1.214143.jpg&appVersion=1.000082&signature=3d4b438757971b840b67159cac970cc9b00bd515efae30824f2d9252d622b099,,,,"Alber, Julia (CSM-KINE)",
043-A 0368-00,Kinesiology,3,106.38,115600-CSM-Kinesiology & Public Hlth,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F043-A%2F043-A%200368-00.Room%20Photo1.214150.jpg&appVersion=1.000082&signature=0b0cd9564c7f0a40d8c77b3a1a72359384a794dadb52f6c7f871d40f187d7b84,,,,"Nelson, Christine (CSM-KINE)",
043-A 0366-00,Kinesiology,3,118.63,115600-CSM-Kinesiology & Public Hlth,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F043-A%2F043-A%200366-00.Room%20Photo1.214133.jpg&appVersion=1.000082&signature=6bb974312086bcb4f0d7e44e81c4a693c7f0138b1fd292a99462cfec4c1d12b5,,,,"Hagobian, Nicole (CSM-KINE)",
043-A 0365-00,Kinesiology,3,144.67,115600-CSM-Kinesiology & Public Hlth,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F043-A%2F043-A%200365-00.Room%20Photo1.214118.jpg&appVersion=1.000082&signature=1726572bde3ad751d2eaf265fb941f54611379fb66ad0a9083b444abbbfc6ad3,,,,"Maurice, Stefanee (CSM-KINE)",
043-A 0364-00,Kinesiology,3,118.89,115600-CSM-Kinesiology & Public Hlth,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F043-A%2F043-A%200364-00.Room%20Photo1.214110.jpg&appVersion=1.000082&signature=f62cc3b7599843804151787f6d37522b83776803a033edde3e66a99eac1a44ed,,,,"Clark, Robert (CSM-KINE)",
043-A 0363-00,Kinesiology,3,118.89,115600-CSM-Kinesiology & Public Hlth,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F043-A%2F043-A%200363-00.Room%20Photo1.214000.jpg&appVersion=1.000082&signature=d6cf1ebaaa889031d87833b905168ee32433f2d7d189507ca8e5161f55bb9555,,,,"Avrit, Darren (CSM-KINE)",
043-A 0369-00,Kinesiology,3,126.46,115600-CSM-Kinesiology & Public Hlth,310 - Faculty Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F043-A%2F043-A%200369-00.Room%20Photo1.214301.jpg&appVersion=1.000082&signature=b4db6bd37264e778f5503d27bde34937106b4c71fa19a3f9d84673f90178f711,,,,"Greever, Cory (CSM-KINE)",
043-A 0375-00,Kinesiology,3,154.38,115600-CSM-Kinesiology & Public Hlth,310 - Faculty Office,2,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F043-A%2F043-A%200375-00.Room%20Photo1.214424.jpg&appVersion=1.000082&signature=879ab87bc37b2e95cf53ad96cbd8bbb3c4a9ee505f65332edc019857f4c4be1e,,,,,
043-A 0451-00,Kinesiology,4,319.46,115600-CSM-Kinesiology & Public Hlth,250 - Research Lab,6,10 Computer Wrkst,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F043-A%2F043-A%200451-00.Room%20Photo1.213141.jpg&appVersion=1.000082&signature=8372923e9cb208bc3762f5bbfa32f753e5cc15f8be3945cf674c73fe12f5ffaf,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F043-A%2F043-A%200451-00.Room%20Photo2.213141.jpg&appVersion=1.000082&signature=e66997201c54ee2eb0a872554dee3fb1d637840f6810e4020d0de99c2d3ecf43,,,"Ventura, Alison (CSM-KINE)",
043-A 0452-00,Kinesiology,4,111.89,115600-CSM-Kinesiology & Public Hlth,315 - Office Service,0,00 Unapplicable,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F043-A%2F043-A%200452-00.Room%20Photo1.213952.jpg&appVersion=1.000082&signature=8b17063a83c3e3083629faa431385b3b2f3408bac837d8a82371daed6130d5d7,,,,,
043-A 0453-00,Kinesiology,4,193.67,115600-CSM-Kinesiology & Public Hlth,350 - Conference Room,9,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F043-A%2F043-A%200453-00.Room%20Photo1.213945.jpg&appVersion=1.000082&signature=296224b9cb25f3253a9a17029e21d1e10b5702553a2fd6f63e861cb0c701d9ce,,,,,
043-A 0454-00,Kinesiology,4,133.72,115600-CSM-Kinesiology & Public Hlth,250 - Research Lab,1,01 Tbl/Ch,4 Research Laboratories,Erika Meza research lab,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F043-A%2F043-A%200454-00.Room%20Photo1.213149.jpg&appVersion=1.000082&signature=315b2f54289b77f3515d9e0d400cfed638983079880c87e3ef61802bcc57120c,,,,,
043-A 0455-00,Kinesiology,4,98.4,115600-CSM-Kinesiology & Public Hlth,311 - Staff Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F043-A%2F043-A%200455-00.Room%20Photo1.213322.jpg&appVersion=1.000082&signature=0c4e8ffc6a207d2f3aefdb4686f97a3255021de953e20fdfea2034baa53ed212,,,,"Marino, Angela (CSM-KINE)",
043-A 0458-E0,Kinesiology,4,135.49,115600-CSM-Kinesiology & Public Hlth,"312 - Admin Office - Dept Head, Lib, Dir, Assoc. Dean",1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F043-A%2F043-A%200458-E0.Room%20Photo1.213252.jpg&appVersion=1.000082&signature=1899be059975b922d6edc95df491493a05dda6d4a294e4742ca5ebe6fd035a61,,,,"Hagobian, Todd (CSM-KINE)",
043-A 0456-00,Kinesiology,4,88.47,115600-CSM-Kinesiology & Public Hlth,311 - Staff Office,2,04 Dsk/Ch,5 Academic Unit Offices,Office Cristina Macedo,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F043-A%2F043-A%200456-00.Room%20Photo1.213208.jpg&appVersion=1.000082&signature=5ca284c91c3f1a821a46fe89a1aea14345427be2a419bfd2cfa5a277a0e8a1f8,,,,,
043-A 0457-00,Kinesiology,4,98.4,115600-CSM-Kinesiology & Public Hlth,311 - Staff Office,1,00 Unapplicable,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F043-A%2F043-A%200457-00.Room%20Photo1.213313.jpg&appVersion=1.000082&signature=a08172f2a6fa9b01231100bdd52421011bb64ba7d7a969c29d3c1234baf3d682,,,,"Allred, Sarah (CSM-KINE)",
043-A 0458-00,Kinesiology,4,265.5,115600-CSM-Kinesiology & Public Hlth,315 - Office Service,2,08 Furn,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F043-A%2F043-A%200458-00.Room%20Photo1.213302.jpg&appVersion=1.000082&signature=ff3f1b23109cae473732ab3ebb4f53e3d67f9d5e270fe146c638f17d069c033a,,,,,
043-A 0458-A0,Kinesiology,4,379.23,115600-CSM-Kinesiology & Public Hlth,350 - Conference Room,14,01 Tbl/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F043-A%2F043-A%200458-A0.Room%20Photo1.213220.jpg&appVersion=1.000082&signature=fb995fd1ba847d4481c0b7ad8e1f35d31bed9e04263273a56a274a5c2c6658cb,,,,,
043-A 0458-B0,Kinesiology,4,74.65,115600-CSM-Kinesiology & Public Hlth,311 - Staff Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F043-A%2F043-A%200458-B0.Room%20Photo1.213230.jpg&appVersion=1.000082&signature=753e67af4a82a93b775c4262ea7640440f898c5d44d07616574e4caaf36e0186,,,,"Kelly, Emily (CSM-KINE)",
043-A 0458-C0,Kinesiology,4,66.13,115600-CSM-Kinesiology & Public Hlth,311 - Staff Office,1,04 Dsk/Ch,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F043-A%2F043-A%200458-C0.Room%20Photo1.213236.jpg&appVersion=1.000082&signature=74887b563373a50c1b6f33019b75b7a16139963fd66b3a09bb647d5c895aaa2a,,,,"Benson, Eric (CSM-KINE)",
